region,prefecture,commune,canton,nom,lat,lon,type_service
Maritime,Golfe,Golfe 3,Bè-Ouest,Utb Tokoin Tresor,6.15324,1.21715,distributeur
Maritime,Golfe,Golfe 3,Bè-Ouest,Utb Sgi,6.18807,1.21202,distributeur
Maritime,Golfe,Golfe 3,Bè-Ouest,Agence Utb Campus,6.16291,1.21323,distributeur
Maritime,Golfe,Golfe 3,Bè-Ouest,Bia Togo,6.15106,1.21784,distributeur
Maritime,Golfe,Golfe 3,Bè-Ouest,Orabank Agbalepedo,6.19186,1.20853,distributeur
Maritime,Golfe,Golfe 3,Bè-Ouest,Banque Atlantique,6.19132,1.20838,distributeur
Maritime,Golfe,Golfe 3,Bè-Ouest,Bsic De Klikame,6.17959,1.20538,distributeur
Maritime,Golfe,Golfe 3,Bè-Ouest,Nsia Banque,6.18844,1.20758,distributeur
Maritime,Golfe,Golfe 3,Bè-Ouest,Nsp,6.16928,1.2031,distributeur
Maritime,Golfe,Golfe 3,Bè-Ouest,Nsp,6.15483,1.21727,distributeur
Maritime,Golfe,Golfe 3,Bè-Ouest,Nsp,6.18871,1.21273,distributeur
Maritime,Golfe,Golfe 3,Bè-Ouest,Nsp,6.1814,1.21794,distributeur
Maritime,Golfe,Golfe 3,Bè-Ouest,Ecobank,6.16904,1.21428,distributeur
Maritime,Golfe,Golfe 3,Bè-Ouest,Agence Coris Bank International,6.16436,1.22273,distributeur
Maritime,Golfe,Golfe 3,Bè-Ouest,Nsp,6.18939,1.20819,distributeur
Maritime,Golfe,Golfe 3,Bè-Ouest,Nsp,6.1871,1.20982,distributeur
Maritime,Golfe,Golfe 3,Bè-Ouest,Orabank De Universite De Lome,6.18124,1.21409,distributeur
Maritime,Golfe,Golfe 3,Bè-Ouest,Nsp,6.18567,1.21346,distributeur
Maritime,Golfe,Golfe 1,Bè-Est,Utb Be Kprhenou,6.13841,1.23678,distributeur
Maritime,Golfe,Golfe 1,Bè-Est,Btci Lome Port,6.14311,1.27573,distributeur
Maritime,Golfe,Golfe 1,Bè-Est,Corisbank,6.13363,1.23564,distributeur
Maritime,Golfe,Golfe 1,Bè-Est,Utb Be Kpota,6.15811,1.25511,distributeur
Maritime,Golfe,Golfe 1,Bè-Est,Utb Port,6.14372,1.27502,distributeur
Maritime,Golfe,Golfe 1,Bè-Est,Ecobank,6.13588,1.25833,distributeur
Maritime,Golfe,Golfe 1,Bè-Est,Banque Atlantique Lome Port,6.14346,1.27529,distributeur
Maritime,Golfe,Golfe 1,Bè-Est,Siab D'akodessewa,6.1588,1.28386,distributeur
Maritime,Golfe,Golfe 1,Bè-Est,Banque Atlantique Zoro Bar,6.15889,1.2845,distributeur
Maritime,Golfe,Golfe 1,Bè-Est,Société Des Postes Du Togo,6.14405,1.27562,distributeur
Maritime,Golfe,Golfe 1,Bè-Est,Utb Guce Port,6.14361,1.27484,distributeur
Maritime,Golfe,Golfe 1,Bè-Est,Sgt Lome Port,6.14327,1.27441,distributeur
Maritime,Golfe,Golfe 1,Bè-Est,Nsp,6.14284,1.27453,distributeur
Maritime,Golfe,Golfe 1,Bè-Est,Nsp,6.14295,1.27452,distributeur
Maritime,Golfe,Golfe 1,Bè-Est,Orabank,6.14349,1.27433,distributeur
Maritime,Golfe,Golfe 1,Bè-Est,Ecobank Akodessewa,6.15302,1.26574,distributeur
Maritime,Golfe,Golfe 1,Bè-Est,Sunu Bank Akodessewa,6.14089,1.24106,distributeur
Maritime,Golfe,Golfe 1,Bè-Est,Hôtel Sarakawa,6.13719,1.26567,distributeur
Maritime,Golfe,Golfe 1,Bè-Est,Hôtel Sarakawa,6.13718,1.2656,distributeur
Maritime,Golfe,Golfe 1,Bè-Est,Coris Bank,6.15851,1.28462,distributeur
Maritime,Golfe,Golfe 1,Bè-Est,Nsp,6.13804,1.26576,distributeur
